股票代號,股票名稱,產業別,公司名稱,英文名稱,成立時間,上市時間,資本額,目前市值,發行股數,財報編制類型,董事長,總經理,發言人,代理發言人,統一編號,總機電話,傳真電話,公司電郵,公司網址,中文地址,英文地址,主要業務,股票過戶機構,過戶機構電話,過戶機構地址,簽證會計事務所,簽證會計師,投資人關係聯絡人,投資人關係連絡電話,利害關係人專區網址,上市/上櫃,每股面值,公司債發行,特別股,盈餘分派頻率,發言人職稱,聯絡人職稱,聯絡人電子郵件,國外企業註冊地
8271,宇瞻,半導體業,宇瞻科技股份有限公司,Apacer,4/16/1997,4/16/1997,10.2 億元,44.7 億元,"101,824,346 股  (含私募0股)",合併,陳益世,張家騉,賴孜玟,張家騉,97444368,(02)22678000,(02)22673410,public@apacer.com,www.apacer.com,新北市土城區大安里忠承路32號1樓,"1F,No.32,Zhongcheng Rd.Tucheng Dist.,New Taipei City 236,Taiwan",記憶體模組快閃記憶體其他,凱基證券(股)公司股務代理部,(02)2389-2999,台北市重慶南路1段2號5樓,安侯建業聯合會計師事務所,"唐慈杰, 陳玫燕",林筱玫,(02)22678000,https://www.apacer.com/zh/Csr/Interested,上市,新台幣 10 元,無,0 股,每年,財務長,專案資深主任,public@apacer.com,
8341,日友,其他業,日友環保科技股份有限公司,SF,11/29/1994,11/29/1994,11.2 億元,253.1 億元,"111,500,000 股  (含私募0股)",合併,張芳正,張芳正,楊希聖,張永典,89922041,05-7885788,05-7887933,sf@mail.sunnyfriend.com.tw,http://www.sunnyfriend.com.tw/,雲林縣元長鄉元東路1之20號,"NO.1-20,YUN-DUNG RD.,YUN-CHANG HSIANG YUNLIN HSIEN,TAIWAN,R.O.C",醫療廢棄物焚化處理，有害事業廢棄物焚化、物化、固化及掩埋處理一般事業廢棄物、垃圾、污泥及油泥焚化處理小型焚化爐設計、規劃及建造、承攬興建焚化廠或掩埋場,第一金證券股份有限公司,02-2563-5711,10688台北市大安區安和路一段27號六樓,資誠聯合會計師事務所,"王照明, 李秀玲",楊希聖,0225795580#307,http://www.sunnyfriend.com.tw/SunnyFriend/Interest,上市,新台幣 10 元,無,0 股,每年,副總,副總,sf@mail.sunnyfriend.com.tw,
8367,建新國際,航運業,建新國際股份有限公司,CS,4/25/1989,4/25/1989,8.11 億元,26.4 億元,"81,131,938 股  (含私募0股)",合併,陳銀海,陳彥銘,柯勝鐘,陳秀寶,23250583,426399666,426399555,cs-spokesman@chienshing.com.tw,www.chienshing.com.tw,台中市梧棲區臨港路3段68號,"No.68, Sec. 3, Lingang Rd., Wuqi Dist.,Taichung City 435, Taiwan R.O.C.",船舶裝卸業運輸業報關業,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,"翁博仁, 李麗凰",柯勝鐘,426399666,www.chienshing.com.tw,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,cs-spokesman@chienshing.com.tw,
8374,羅昇,電機機械,羅昇企業股份有限公司,ACE PILLAR,3/31/1984,3/31/1984,11.2 億元,31.4 億元,"112,250,487 股  (含私募23,000,000股)",合併,李昌鴻,李長堅,李長堅,陳國美,12486062,02-2995-8400,02-2999-3775,denise_chen@acepillar.com.tw,www.acepillar.com.tw,新北市三重區光復路一段83巷7號2樓,"2F, NO.7, Lane 83,Sec 1,Kuang-Fu Road,San-Chung Dist, New Taipei City ,Taiwan",變頻器/自動化驅動控制系統自動化傳動系列控制器及監控系統,元大證券(股)公司股務代理部,02-2586-5859,台北市大同區承德路3段210號B1,安侯建業聯合會計師事務所,"施威銘, 陳玫燕",陳國美,29958400#1130,www.acepillar.com.tw/relation.php,上市,新台幣 10 元,無,0 股,每年,總經理,資深處長,denise_chen@acepillar.com.tw,
8404,百和興業-KY,其他業,百和興業股份有限公司(開曼),PAIHO SHIH,11/6/2006,11/6/2006,31.5 億元,116.6 億元,"315,178,126 股  (含私募0股)",合併,鄭國火因,鄭國火因,張玉敏,黃舒瓴,26829193,04-7561340,04-7570670,f182@paiho.cn,https://www.paiho.cn/,"P.O.BOX 32052,Grand Cayman KYI-1208,Cayman Islands.","NO.575 HO KANG RD, HO MEI TOWNCHANG HUA COUNTY, ROC",成衣、鞋類及運動用品之輔料黏扣帶、織帶(鞋帶)之產製及銷售成衣、鞋類及運動用品之鬆緊帶、針織緹花網布等材料之產製及銷售,中國信託商業銀行代理部,02-6636-5566,臺北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"蔣淑菁, 蘇定堅",張玉敏,04-7561340,https://www.paiho.cn/,上市,新台幣 10 元,無,0 股,每年,會計經理,會計經理,f182@paiho.cn,
8411,福貞-KY,其他業,福貞控股股份有限公司,KINGCAN,8/26/2009,8/26/2009,17.5 億元,25.3 億元,"175,398,185 股  (含私募0股)",合併,李榮福,莊素貞,李毓嵐,藍建中,10913602,0937-841198,04-23291439,spokesman@kchld.com,www.kingcanholdings.com,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay R","P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road, Grand Cayman,Cayman Islands",馬口鐵、鋁罐及相關產品製造與銷售，充填代工生產,永豐金證券股份有限公司,02-2381-6288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,"黃泳華, 陳振乾",李毓嵐,0937-841198,www.kingcanholdings.com,上市,新台幣 10 元,無,0 股,每季,執行副總經理,發言人,spokesman@kchld.com,
8422,可寧衛,其他業,可寧衛股份有限公司,Cleanaway,5/4/1999,5/4/1999,10.9 億元,189.5 億元,"108,888,000 股  (含私募0股)",合併,楊慶祥,楊永發,陳聰田,洪秉承,16908140,07-6228422,07-6235977,8422@cleanaway.tw,http://www.cleanaway.tw,高雄市岡山區中山南路308號1樓,"1F., No.308, Zhongshan S. Rd., Gangshan Dist.,Kaohsiung City 820, Taiwan (R.O.C.)",有害事業廢棄物清除處理業務,台新國際商銀(股)公司股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,"施錦川, 賴冠仲",楊淨菡,905268422,https://www.cleanaway.tw/investor-stakeholder.html,上市,新台幣 10 元,無,0 股,每年,財務長,投資人關係,y.jinghan@cleanaway.tw,
8429,金麗-KY,貿易百貨業,金麗集團控股有限公司,Jinli,12/15/2010,12/15/2010,18.6 億元,16.6 億元,"185,747,151 股  (含私募0股)",合併,庄春龍,庄春龍,李校德,潘哲倫,36986397,02-28812120,02-28812140,andy_lee@jinligroup.com.tw,www.jinligroup.com.tw,台北市士林區前港街11號5樓502室(台灣辦事處),"Room 502, 5th Floor, No. 11, Qiangang Street, Shilin District,Taipei City 111, Taiwan (R.O.C.)",自有品牌休閒鞋、休閒服飾(牛仔服飾)及配件之設計、生產及銷售,永豐金證券股務代理部,02-2381-6288,台北市博愛路17號3樓,資誠聯合會計師事務所,"陳憲正, 林瑟凱",李校德,02-28812120,www.jinligroup.com.tw,上市,新台幣 10 元,無,0 股,每年,特助,特助,andy_lee@jinligroup.com.tw,
8442,威宏-KY,其他業,威宏控股股份有限公司,WW,11/27/2009,11/27/2009,6 億元,24.2 億元,"59,999,682 股  (含私募0股)",合併,洪永裕,許新居,許新居,王棠楷,50684485,(02)2298-2927,(02)2298-3159,IR@ww-holding.com.tw,http://www.ww-holding.com.tw/,"P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay R","P. O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay RoadGrand Cayman, KY1 - 1205 Cayman Islands",生產各類型運動用手套、護具等專業運動醫療防護用品專業生產精品手袋、錢包、拉杆箱及休閒袋等各類箱包,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路17號3樓,安侯建業聯合會計師事務所,"謝秋華, 周寶蓮",王棠楷,(02)2298-2927,http://www.ww-holding.com.tw/,上市,新台幣 10 元,無,0 股,每年,總經理,財會協理,alexwang@ww-holding.com.tw,
8443,阿瘦,貿易百貨業,阿瘦實業股份有限公司,ASO,8/25/2003,8/25/2003,6.68 億元,7.92 億元,"66,800,000 股  (含私募0股)",合併,羅榮岳,郭欣怡,謝一震,羅麗玲,80511709,(02)6618-9999,(02)6618-1333,IR@mail.aso.com.tw,www.asogroup.com.tw,(104)台北市中山區松江路168號5樓,"5F., No.168, Songjiang Rd., Jhongshan DistrictTaipei City, Taiwan",鞋類商品之批發與零售其他,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,安侯建業聯合會計師事所,"陳蓓琪, 于紀隆",謝一震,02-66189999,www.asogroup.com.tw,上市,新台幣 10 元,無,0 股,每年,特助,特助,IR@mail.aso.com.tw,
8454,富邦媒,貿易百貨業,富邦媒體科技股份有限公司,momo,9/27/2004,9/27/2004,14 億元,1389.4 億元,"140,058,500 股  (含私募0股)",合併,林啟峰,谷元宏,谷元宏,呂鈺萍,27365925,(02)2162-6688,(02)2162-6696,http://www.fmt.com.tw,http://www.fmt.com.tw,台北市內湖區洲子街96號4樓,"4F.,No.96,Zhouzi St.,Neihu Dist.,Taipei City 11493Taiwan(R.O.C)",一般商品批發零售業,富邦綜合證券股份有限公司,(02)2361-1300,台北市中正區許昌街17號2樓,勤業眾信聯合會計師事務所,"郭俐雯, 陳培德",劉少愉,886-2-2162-6688,http://www.fmt.com.tw,上市,新台幣 10 元,無,0 股,每年,總經理,投資法人關係資深經理,ir@fmt.com.tw,
8462,柏文,觀光事業,柏文健康事業股份有限公司,Power Wind,10/4/2005,10/4/2005,7.37 億元,125.3 億元,"73,720,480 股  (含私募0股)",合併,陳尚義,陳尚文,繆尚志,蕭國信,27693238,07-3488000,07-3487000,service@pwind.com.tw,www.powerwindhealth.com.tw,高雄市左營區博愛四路238號8樓,"8F., No. 238, Bo-ai 4th Rd., Zuoying Dist.Kaohsiung City, Taiwan(R.O.C.)",經營會員制連鎖健身中心及休閒運動場館、健身課程等服務,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,"李芳文, 黃世杰",許雅閔,07-3488000,www.powerwindhealth.com.tw,上市,新台幣 10 元,有,0 股,每年,副總經理暨財務長,專員,finance@pwind.com.tw,
8463,潤泰材,其他業,潤泰精密材料股份有限公司,RTM,9/23/1992,9/23/1992,15 億元,55.5 億元,"150,000,000 股  (含私募0股)",合併,李志宏,丘惠生,李志宏,丘惠生,86871981,81619989,81617968,cmc@mail.ruentex.com.tw,http://www.rtm.com.tw,台北市八德路2段308號10F,"10/F,No.308,Sec.2,Bade RoadTaipei , Taiwan , R.O.C.","水泥產品製造及銷售預拌式泥作材料等建築材料之開發,製造與銷售",元大證券股份有限公司,25865859,台北市承德路三段210號地下一樓,資誠聯合會計師事務所,"王照明, 徐明釧",李耀欽,81619989,http://www.rtm.com.tw/chinese/ir/overview.php,上市,新台幣 10 元,無,0 股,每年,董事長,副總經理,Rt016180@mail.ruentex.com.tw,
8464,億豐,其他業,億豐綜合工業股份有限公司,Nien Made,7/26/2007,7/26/2007,29.3 億元,1213.1 億元,"293,020,200 股  (含私募0股)",合併,粘耿豪,粘耿豪,祝宗偉,廖偉志,28696894,(04)3600-0999,(04)2472-7762,inquiry.nm@nienmade.com.tw,http://www.nienmade.com.tw/,臺中市西屯區市政北七路98號23樓之1,"23F.-1, No. 98, Shizheng N. 7th Rd., Xitun Dist.,Taichung City 407, Taiwan (R.O.C.)",各式窗簾、窗簾零件生產及銷售,富邦綜合證券(股)公司股務代理部,(02)2361-1300,台北市中正區許昌街17號2樓,安永聯合會計師事務所,"黃子評, 陳明宏",廖偉志,(04)3600-0999,http://www.nienmade.com.tw/,上市,新台幣 10 元,無,0 股,每年,財務長,特助,david.liao@nienmade.com.tw,
8466,美吉吉-KY,其他業,美吉吉國際股份有限公司,M.J.,10/8/2010,10/8/2010,6.61 億元,42.9 億元,"66,059,000 股  (含私募0股)",合併,陳本源,陳本源,留澆錄,陳怡秀,50640945,222684666,222684115,IR@mjig.com,www.mjig.com,"The Grand Pavilion Commercial Centre, Oleander Way, 802 West","No.126 Danuan Rd., Tucheng Dist.New Taipei City 23676, Taiwan",片材型塑膠地板生產與銷售,中國信託商業銀行股份有限公司,266365566,台北市中正區重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"陳薔旬, 陳招美",留澆錄,222684666,www.mjig.com,上市,新台幣 10 元,無,0 股,每年,財務副總經理,財務副總經理,IR@mjig.com,
8467,波力-KY,其他業,波力環球企業股份有限公司,BONNY,7/10/2013,7/10/2013,4.95 億元,23.8 億元,"49,534,000 股  (含私募0股)",合併,洪芳蘭,洪進山,戴珮君,鄧育青,47442040,(04)2537-6022,(04)2536-5842,bonnyir@bonnysports.com,http://bonnyworldwide.com/,"PO Box 309, Ugland House, Grand Cayman, KY1-1104, Cayman Isl","No.15, Ln. 64, Minsheng St., Tanzi DistTaichung City 427, Taiwan",碳纖維複材用品非碳纖維複材用品,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,安永聯合會計師事務所,"涂清淵, 陳明宏",戴珮君,(04)2537-6022,http://bonnyworldwide.com/,上市,新台幣 10 元,無,0 股,每季,財會處處長,財會處處長,bonnyir@bonnysports.com,
8473,山林水,其他業,山林水環境工程股份有限公司,FOREST WATER,6/10/2004,6/10/2004,13.5 億元,55.1 億元,"134,812,297 股  (含私募0股)",合併,郭淑珍,吳人傑,吳人傑,楊欣紋,27329077,02-2100-2195,02-2100-2196,carly@mfw.com.tw,www.mfw.com.tw,台北市吉林路99號3樓,"3F, No99, Jilin Rd., Zhongshan Dist.,Taipei City, Taiwan(R.O.C)",環境保護工程營造業廢(污)水處理業,兆豐證券股份有限公司股務代理部,02-3393-0898,台北市忠孝東路二段95號1樓,安侯建業聯合會計師事務所,"池世欽, 曾國禓",黃婉婷,02-2100-2195 #5120,http://www.mfw.com.tw/responsibility.html,上市,新台幣 10 元,有,0 股,每年,總經理,主辦,serina@mfw.com.tw,
8478,東哥遊艇,其他業,東哥企業股份有限公司,OceanAlexander,1/23/1978,1/23/1978,9.09 億元,54.9 億元,"90,886,276 股  (含私募0股)",合併,闕慶承,曾雄威,曾雄威,呂宜澄,85798816,07-8314126,07-8219495,investor@oceanalexander.com,https://oceanalexander.com/zh-hans/,高雄市前鎮區金福路1號,"No.1, Jin-Fu Rd., Qian-Zhen Dist.806 Kaohsiung City, Taiwan, R.O.C.",豪華遊艇及其零配件製造及銷售。,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,"郭麗園, 龔俊吉",呂宜澄,07-8314126,http://oceanalexander.com.tw/DynamicContent.aspx?i,上市,新台幣 10 元,無,0 股,每年,總經理,經理,investor@oceanalexander.com,
8481,政伸,其他業,政伸企業股份有限公司,Transart,2/23/1987,2/23/1987,6.66 億元,58.7 億元,"66,601,866 股  (含私募0股)",合併,洪招儀,李煜培,洪國智,張耀元,22396792,04-23593687,04-23591243,public@transart.com.tw,http://www.transart.com.tw/,台中市西屯區工業區十二路六號,"No.6, The 12th Road, Taichung Ind.Park,Taichung 407, TAIWAN",自行車及零配件貼標產品及銷售運動器材貼標產品及銷售其他各項網版印刷產品及銷售,第一金證券股份有限公司,02-25635711,台北市大安區安和路一段27號6樓,安侯建業聯合會計師事務所,"陳政學, 吳俊源",梁碧君,(04)2359-3687 #633,http://www.transart.com.tw/,上市,新台幣 10 元,無,0 股,每年,董事長室特別助理,股務人員,judy@transart.com.tw,
8482,商億-KY,其他業,商億全球控股有限公司,Shane Global,9/30/2014,9/30/2014,11 億元,87.8 億元,"110,444,000 股  (含私募0股)",合併,謝智通,謝淑韞,林芳毅,江韻如,82172064,02-77111060,02-77117288,ann_chiang@shayne.com.tw,http://www.shaneglobal.com.tw,"P.O.Box 31119 Grand pavilion,Hibiscus Way,802 West Bay Road,","2F,No.97,Sec.2,Dunhua S.Rd.,Daan Dist.,Taipei City 10682",室內家具之研發、設計及生產,凱基證券股務代理部,02-23892999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,"池瑞全, 陳重成",林芳毅,-8592,http://www.shaneglobal.com.tw,上市,新台幣 10 元,無,0 股,每年,財務長,財務長,david_lin@shayne.com.tw,
8488,吉源-KY,其他業,吉源控股股份有限公司,JYPKG,3/27/2014,3/27/2014,6.75 億元,11.1 億元,"67,500,000 股  (含私募0股)",合併,林漢清,陳金龍,林子閔,李宗憲,47848647,06-289-5658,06-260-1632,ir@jypkg.com,http://www.jypkg.com,"2nd Fl, 802 West Bay Road, P.O. Box 10338, Cayman Islands","2F., No.15, Ln. 199, Sec. 1, Funong St., East Dist.Tainan City 701, Taiwan",馬口鐵罐、鋁罐等金屬包裝材料之製造及銷售,凱基證券股份有限公司股務代理部,02-2314-8800,台北市重慶南路一段2號4樓,資誠聯合會計師事務所,"陳憲正, 黃世鈞",林子閔,06-289-5658,http://www.jypkg.com,上市,新台幣 10 元,無,0 股,每年,董事長特助,董事長特助,ir@jypkg.com,
8499,鼎炫-KY,其他業,鼎炫投資控股股份有限公司,TOP BRIGHT,11/8/2013,11/8/2013,5.18 億元,85 億元,"51,845,295 股  (含私募0股)",合併,傅青炫,傅青炫,郭銘杰,傅羿揚,72780928,8.65E+12,8.65E+12,robert_kuo@longyoung.com,http://topbright.taiwanscale.com,新北市中和區中正路955號5樓(訴訟.非訴訟代理人地址),"5F, NO. 955, Zhongzheng Rd.,Zhonghe District, New Taipei City, Taiwa",ELECTRONIC SCALES 電子秤ELECTRONIC MATERIALS 電子材料,中國信託商業銀行股務代理部,266365566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,"謝明忠, 呂宜真",郭銘杰,905909311,http://topbright.taiwanscale.com/cn/relationship_c,上市,新台幣 10 元,有,0 股,每年,財務長,財務長,robert_kuo@longyoung.com,
8926,台汽電,油電燃氣業,台灣汽電共生股份有限公司,TCC,5/7/1992,5/7/1992,58.9 億元,229.7 億元,"589,048,595 股  (含私募0股)",合併,黃順義,蔡進發,陳意通,許智傑,86685142,8798-2000,8798-2020,account@cogen.com.tw,www.cogen.com.tw,北市內湖區瑞光路392號6樓,"6F,392,Rui Guang Road　Taipei, Taiwan",非屬公用之發電業務汽電廠運維及經營(汽電廠主要產出為電力、蒸汽)研究諮詢及技術服務,凱基證券股份有限公司股務代理部,(02)2389-2999,台北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,"何瑞軒, 陳招美",許智傑,8798-2000#535,www.cogen.com.tw/tw/ContactUs.aspx,上市,新台幣 10 元,無,0 股,每年,副總經理,財務部經理,jay@cogen.com.tw,
8940,新天地,觀光事業,新天地國際實業股份有限公司,New Palace,7/19/1993,7/19/1993,6.75 億元,8.64 億元,"67,491,032 股  (含私募0股)",合併,王玉雲,歐敏雄,黃彥中,陳銘琿,84435578,(04)22475222,(04)22419976,newpalace@ms69.url.com.tw,www.newpalace.com.tw,台中市東區旱溪東路1段456號,"B1、1F-1、1F-2、2F、3F, NO.456 Han Shi Dong Rd.Taichung, Taiwan, R. O. C.",各種果汁飲料雜貨食品及生鮮魚肉海鮮冷凍食品買賣各種餐具用品之進口買賣及餐廳業務之經營前各項有關產品之加工製造及進出口業務,日盛證券股份有限公司股務代理部,(02)25419977,(104)台北市中山區南京東路二段85號7樓,勤業眾信聯合會計師事務所,"蘇定堅, 曾棟鋆",陳銘琿,(04)22475222,http://newpalace.weebly.com/,上市,新台幣 10 元,無,0 股,每年,執行副總,協理,bill@newpalace.com.tw,
8996,高力,電機機械,高力熱處理工業股份有限公司,KAORI,10/11/1970,10/11/1970,8.94 億元,47.6 億元,"89,384,080 股  (含私募0股)",合併,韓顯壽,吳誌雄,王心五,莊瑞琴,35319185,03-4527005-9,03-4525505,leowang@kaori.com.tw,http://www.kaori-taiwan.com,桃園市中壢區吉林北路5-2號,"NO5-2, CHI-LIN NORTH ROAD,CHUNG-LI INDUSTRIAL ZONE　CHUNG-LI CITY, TAIWAN, ROC",金屬製品及加工板式熱交換器熱能產品,兆豐證券股份有限公司,(02)3393-0898,台北市忠孝東路二段95號1樓,勤業眾信聯合會計師事務所,"陳文香, 劉書琳",王心五,03-4527005#225,http://www.kaori-taiwan.com,上市,新台幣 10 元,無,0 股,每年,副總經理,副總經理,leowang@kaori.com.tw,
9103,美德醫療-DR,存託憑證,美德向邦醫療國際股份有限公司,MEDTECS,7/24/2023,7/24/2023,,,"549,411,240",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,BM 百慕達群島
910322,康師傅-DR,存託憑證,康師傅控股有限公司,Tingyi,7/24/2023,7/24/2023,,,"5,620,600,000",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,KY 開曼群島
9105,泰金寶-DR,存託憑證,泰金寶科技股份有限公司,CCET,7/24/2023,7/24/2023,,,"5,850,002,831",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,TH 泰國
910861,神州-DR,存託憑證,神州數碼控股有限公司,DCH,7/24/2023,7/24/2023,,,"1,672,768,386",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,BM 百慕達群島
9110,越南控-DR,存託憑證,越南製造加工出口控股有限公司,VMEP Holdings,7/24/2023,7/24/2023,,,"907,680,000",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,KY 開曼群島
911608,明輝-DR,存託憑證,明輝環球企業有限公司,BH Global,7/24/2023,7/24/2023,,,"480,000,000",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,SG 新加坡
911622,泰聚亨-DR,存託憑證,聚亨企業集團(泰國)大眾有限公司,TYCN,7/24/2023,7/24/2023,,,"596,748,900",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,TH 泰國
911868,同方友友-DR,存託憑證,同方友友控股有限公司,Neo-Neon,7/24/2023,7/24/2023,,,"2,109,163,417",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,KY 開曼群島
912000,晨訊科-DR,存託憑證,晨訊科技集團有限公司,SIM TECH,7/24/2023,7/24/2023,,,"2,362,546,300",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,BM 百慕達群島
9136,巨騰-DR,存託憑證,巨騰國際控股有限公司,Ju Teng,7/24/2023,7/24/2023,,,"1,200,008,445",,,,,,,,,,,,,,,,,,,,,,上市,,,,,,,,KY 開曼群島
9802,鈺齊-KY,其他業,鈺齊國際股份有限公司,Fulgent Sun,11/24/2009,11/24/2009,18.6 億元,240.2 億元,"186,195,038 股  (含私募0股)",合併,林文智,廖芳祝,廖志誠,范振祥,39737838,(886)55514619,(886)55514630,service@fulgentsun.com,http://www.fulgentsun.com,臺灣雲林縣斗六市雲科路三段76號(訴訟及非訴訟代理人聯絡處),"No.76 Sec.3, Yunke Rd,Douliu City,Yunlin Country,Taiwan,R.O.C.",運動鞋及戶外鞋之代工生產、銷售運動休閒戶外用品之代理經銷業務,中國信託商業銀行股份有限公司,(02)6636-5566,台北市100中正區重慶南路一段83號5樓,資誠聯合會計師事務所,"洪淑華, 王玉娟",林怡妙,(886)55514619,http://www.fulgentsun.com/contact.asp,上市,新台幣 10 元,有,0 股,每半會計年度,執行副總,副理,janice.lin@fulgentsun.com,
9902,台火,其他業,台火開發股份有限公司,TIDEHOLD,1/14/1950,1/14/1950,9.8 億元,11.5 億元,"98,049,600 股  (含私募0股)",合併,李泰祺,吳復興,吳復興,林糸秀香,3562308,(02)2311-8531,(02)2371-8132,services@tidehold.com,http://www.tidehold.com,台北市中正區延平南路七十五號二、三樓,"2-3FL., 75, Yan-Ping S. Road.Taipei, Taiwan, R.O.C.",國際貿易業。住宅及大樓開發租售業。特定專業區開發業。,永豐金證券(股)公司股務代理部,(02)2381-6288,100台北市中正區博愛路17號3樓,大中國際聯合會計師事務所,"林寬照, 溫明郁",林糸秀香,(02)2311-8531,http://www.tidehold.com/interested_parties/interes,上市,新台幣 10 元,無,0 股,每年,總經理,財務處協理,hhlin@tidehold.com,
9904,寶成,其他業,寶成工業股份有限公司,PCC,9/4/1969,9/4/1969,294.7 億元,1012.2 億元,"2,946,787,213 股  (含私募0股)",合併,詹陸銘,盧金柱,何明坤,張雅芬,58711014,04-24615678,04-24606668,ir@pouchen.com,www.pouchen.com,台中市西屯區台灣大道四段600號,"No.600, Sec. 4, Taiwan Blvd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)TAICHUNG,TAIWAN, R.O.C. 40764",各種運動鞋.皮鞋.塑膠鞋.橡膠鞋.布鞋.塑膠發泡板等棉.人造棉.人造纖維.合成纖維及混紡等針織之製造及銷售,福邦證券股份有限公司,02-23711658,台北市中正區忠孝西路一段６號６樓,勤業眾信聯合會計師事務所,"徐文亞, 洪國田",周吟紛,04-24615678#7369,http://www.pouchen.com/index.php/stakeholders,上市,新台幣 10 元,無,0 股,每年,執行協理,副協理,ir@pouchen.com,
9905,大華,其他業,大華金屬工業股份有限公司,GCM,11/26/1973,11/26/1973,30.5 億元,79.1 億元,"305,000,000 股  (含私募0股)",合併,姜靜宜,姜正行,姜佳君,林庭億,4403363,(02)25030340,(02)25081196,gcmtai@greatchina.com.tw,http://www.greatchina.com.tw,台北市松江路293之805號,"NO.293-805,SUNG CHIANG RD.TAIPEI,TAIWAN.","各種金屬之印刷塗漆,容器,模具之製造加工及買賣.罐裝啤酒包裝,碳酸飲料包裝設備製造買賣.各種塑膠製品製造業及塑膠保特瓶.",群益金鼎證券股份有限公司,(02)27023999,台北市大安區敦化南路二段97號地下二樓,勤業眾信聯合會計師事務所,"張清福, 鄭欽宗",姜筱梅,(02)29015153,http://www.greatchina.com.tw/framests_c_stakeholde,上市,新台幣 10 元,無,0 股,每年,財務部經理,財務處協理,finance@greatchina.com.tw,
9906,欣巴巴,建材營造業,欣巴巴事業股份有限公司,HSIN BA BA,1/16/1967,1/16/1967,8.33 億元,39.9 億元,"83,343,981 股  (含私募0股)",合併,黃〝火冏〞輝,張宏圖,李鎮宇,黃秀媚,33428716,07-5378899,07-5377699,hsinbabair@baba6688.com.tw,http://www.hsinbaba.com.tw,高雄市前鎮區民權二路6號27樓,"27F., No.6, Minquan 2nd Rd., Qianzhen Dist.,Kaohsiung City 80661, Taiwan (R.O.C.)",委託營造廠商興建商業大樓及國民住宅出租、出售業務室內裝潢設計施工承包業務其他,台新國際商業銀行股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,"陳珍麗, 吳秋燕",許宸如,07-5361624,http://www.hsinbaba.com.tw,上市,新台幣 10 元,無,0 股,每年,財務長,會計襄理,hsinbabair@baba6688.com.tw,
9907,統一實,其他業,統一實業股份有限公司,TON YI,4/14/1969,4/14/1969,157.9 億元,208.4 億元,"1,579,145,342 股  (含私募0股)",合併,羅智先,徐金成；張祐信,張祐信,徐金成.王世盈,73252657,06-2531131,06-2535222,tty@tonyi.com.tw,www.tonyi.com.tw,台南市永康區蔦松里中正北路837號,"No.837, Zhongzheng N. Rd., Yongkang Dist.,Tainan City , Taiwan (R.O.C.)",各種鐵皮印花製罐及其原料鍍製鋼片加工製造原料鋼板加工製造製罐及馬口鐵機器進出口馬口鐵罐及鍍製鋼片原料鋼板加工製造其他批發業(氧化鐵、脂肪酸、錫製品、氧化錫),統一綜合證券(股)公司股務代理部,02-27463797,台北市松山區東興路8號地下1樓,資誠聯合會計師事務所,"劉子猛, 林永智",王世盈,06-2531131,http://www.tonyi.com.tw/contact.php,上市,新台幣 10 元,無,0 股,每年,總經理,經理,wangsir@tonyi.com.tw,
